c0S/m	depSM	flag	lat	lon	name	potemp090C	pr	sal00	sigma-t00	t090	timeJ	Season	zona
0.50705	0.593	0.0	-28.478801	-48.791544	st7	21.8927	0.597	2.9135	0.0053	21.8928	274.621192	primavera	Canal
0.53477	0.762	0.0	-28.478801	-48.791544	st7	21.7266	0.767	3.0952	0.1809	21.7267	274.62125	primavera	Canal
0.90169	0.86	0.0	-28.478801	-48.791544	st7	20.8405	0.866	5.526	2.2198	20.8406	274.621308	primavera	Canal
1.6333	1.023	0.0	-28.478801	-48.791544	st7	20.3126	1.03	10.6274	6.1955	20.3128	274.621366	primavera	Canal
2.16187	1.2	0.0	-28.478801	-48.791544	st7	20.1583	1.208	14.4733	9.1394	20.1585	274.621424	primavera	Canal
2.81307	1.307	0.0	-28.478801	-48.791544	st7	20.2043	1.316	19.291	12.7746	20.2045	274.621481	primavera	Canal
3.29944	1.493	0.0	-28.478801	-48.791544	st7	20.0754	1.503	23.0661	15.6668	20.0757	274.621539	primavera	Canal
3.55155	1.719	0.0	-28.478801	-48.791544	st7	20.0249	1.731	25.0527	17.1866	20.0252	274.621597	primavera	Canal
3.79497	1.806	0.0	-28.478801	-48.791544	st7	19.9085	1.818	27.0379	18.7234	19.9088	274.621655	primavera	Canal
4.07457	2.133	0.0	-28.478801	-48.791544	st7	19.8528	2.147	29.3001	20.4575	19.8532	274.621713	primavera	Canal
4.23013	2.238	0.0	-28.478801	-48.791544	st7	19.7649	2.253	30.6133	21.4794	19.7653	274.621771	primavera	Canal
4.46125	2.737	0.0	-28.478801	-48.791544	st7	19.6153	2.755	32.6031	23.0337	19.6158	274.621829	primavera	Canal
4.5566	2.811	0.0	-28.478801	-48.791544	st7	19.5324	2.83	33.45	23.701	19.5329	274.621887	primavera	Canal
4.58774	2.683	0.0	-28.478801	-48.791544	st7	19.5266	2.701	33.7108	23.9014	19.5271	274.621944	primavera	Canal
4.61553	2.533	0.0	-28.478801	-48.791544	st7	19.5989	2.55	33.881	24.0126	19.5994	274.622002	primavera	Canal
4.50977	2.265	0.0	-28.478801	-48.791544	st7	19.6757	2.28	32.9526	23.2848	19.6761	274.62206	primavera	Canal
4.41609	1.986	0.0	-28.478801	-48.791544	st7	19.7665	1.999	32.1186	22.6256	19.7669	274.622118	primavera	Canal
4.34376	1.777	0.0	-28.478801	-48.791544	st7	19.8355	1.789	31.4798	22.1213	19.8358	274.622176	primavera	Canal
4.15604	1.502	0.0	-28.478801	-48.791544	st7	19.9772	1.512	29.8654	20.856	19.9775	274.622234	primavera	Canal
3.44504	0.973	0.0	-28.478801	-48.791544	st7	20.1552	0.98	24.1484	16.468	20.1554	274.622292	primavera	Canal
0.94296	0.603	0.0	-28.478801	-48.791544	st7	21.5775	0.607	5.7009	2.1837	21.5776	274.62235	primavera	Canal
0.51923	0.235	0.0	-28.478801	-48.791544	st7	21.8901	0.237	2.9883	0.0625	21.8901	274.622407	primavera	Canal
0.51104	-0.018	0.0	-28.478801	-48.791544	st7	21.9152	-0.018	2.9365	0.0175	21.9152	274.622465	primavera	Canal
1.51587	-0.011	0.0	-28.491002	-48.806651	st9	21.4798	-0.011	9.5395	5.1026	21.4798	274.625706	primavera	Meio
1.68896	-0.058	0.0	-28.491002	-48.806651	st9	21.4555	-0.058	10.7332	6.0087	21.4555	274.625764	primavera	Meio
1.9008	-0.002	0.0	-28.491002	-48.806651	st9	21.4438	-0.002	12.2083	7.124	21.4438	274.625822	primavera	Meio
1.83191	-0.009	0.0	-28.491002	-48.806651	st9	21.3974	-0.009	11.74	6.782	21.3974	274.62588	primavera	Meio
2.05961	-0.013	0.0	-28.491002	-48.806651	st9	21.2641	-0.013	13.3791	8.0506	21.2641	274.625937	primavera	Meio
1.7665	0.005	0.0	-28.491002	-48.806651	st9	21.3866	0.005	11.2876	6.4433	21.3866	274.625995	primavera	Meio
1.58166	0.035	0.0	-28.491002	-48.806651	st9	21.3451	0.035	10.0204	5.4973	21.3451	274.626053	primavera	Meio
1.61109	0.278	0.0	-28.491002	-48.806651	st9	21.0954	0.28	10.2819	5.7535	21.0954	274.626111	primavera	Meio
2.70411	0.371	0.0	-28.491002	-48.806651	st9	20.9842	0.374	18.1384	11.7127	20.9843	274.626169	primavera	Meio
3.06501	0.537	0.0	-28.491002	-48.806651	st9	20.9578	0.541	20.8302	13.7545	20.9579	274.626227	primavera	Meio
3.28664	0.636	0.0	-28.491002	-48.806651	st9	20.8902	0.64	22.5329	15.0599	20.8903	274.626285	primavera	Meio
3.34605	0.721	0.0	-28.491002	-48.806651	st9	20.879	0.726	22.9891	15.4081	20.8791	274.626343	primavera	Meio
3.39746	0.791	0.0	-28.491002	-48.806651	st9	20.8638	0.796	23.388	15.7141	20.8639	274.6264	primavera	Meio
3.40622	0.965	0.0	-28.491002	-48.806651	st9	20.858	0.972	23.4578	15.7683	20.8582	274.626458	primavera	Meio
3.48164	1.068	0.0	-28.491002	-48.806651	st9	20.7618	1.075	24.0869	16.2692	20.762	274.626516	primavera	Meio
3.67843	1.289	0.0	-28.491002	-48.806651	st9	20.3147	1.298	25.869	17.7336	20.3149	274.626574	primavera	Meio
4.09515	1.47	0.0	-28.491002	-48.806651	st9	19.8095	1.48	29.4956	20.6173	19.8098	274.626632	primavera	Meio
4.27274	1.578	0.0	-28.491002	-48.806651	st9	19.9102	1.589	30.851	21.6233	19.9105	274.62669	primavera	Meio
4.52505	1.716	0.0	-28.491002	-48.806651	st9	19.5647	1.728	33.1657	23.4759	19.565	274.626748	primavera	Meio
4.61729	1.873	0.0	-28.491002	-48.806651	st9	19.4705	1.886	34.0002	24.1368	19.4708	274.626806	primavera	Meio
4.68856	2.075	0.0	-28.491002	-48.806651	st9	19.3593	2.089	34.6812	24.6854	19.3597	274.626863	primavera	Meio
4.69054	2.142	0.0	-28.491002	-48.806651	st9	19.3549	2.156	34.7013	24.7018	19.3553	274.626921	primavera	Meio
4.69121	2.397	0.0	-28.491002	-48.806651	st9	19.3645	2.413	34.6987	24.6974	19.3649	274.626979	primavera	Meio
4.70979	2.863	0.0	-28.491002	-48.806651	st9	19.3149	2.882	34.8942	24.8594	19.3154	274.627037	primavera	Meio
4.7125	3.285	0.0	-28.491002	-48.806651	st9	19.3042	3.307	34.9255	24.8861	19.3048	274.627095	primavera	Meio
4.71694	3.581	0.0	-28.491002	-48.806651	st9	19.303	3.605	34.9633	24.9152	19.3036	274.627153	primavera	Meio
4.71435	3.592	0.0	-28.491002	-48.806651	st9	19.307	3.616	34.9384	24.8952	19.3076	274.627211	primavera	Meio
4.71793	3.706	0.0	-28.491002	-48.806651	st9	19.2943	3.731	34.9787	24.9292	19.295	274.627269	primavera	Meio
4.72034	3.737	0.0	-28.491002	-48.806651	st9	19.2962	3.762	34.9971	24.9428	19.2969	274.627326	primavera	Meio
4.72207	3.735	0.0	-28.491002	-48.806651	st9	19.2939	3.76	35.0135	24.9559	19.2946	274.627384	primavera	Meio
4.71445	3.694	0.0	-28.491002	-48.806651	st9	19.2983	3.719	34.9464	24.9035	19.299	274.627442	primavera	Meio
4.71399	3.74	0.0	-28.491002	-48.806651	st9	19.3002	3.765	34.941	24.8989	19.3009	274.6275	primavera	Meio
4.7136	3.652	0.0	-28.491002	-48.806651	st9	19.2967	3.677	34.9407	24.8996	19.2974	274.627558	primavera	Meio
4.71462	3.493	0.0	-28.491002	-48.806651	st9	19.2926	3.517	34.9528	24.9099	19.2932	274.627616	primavera	Meio
4.71183	3.031	0.0	-28.491002	-48.806651	st9	19.299	3.051	34.9244	24.8866	19.2995	274.627674	primavera	Meio
4.71187	2.755	0.0	-28.491002	-48.806651	st9	19.2906	2.774	34.9319	24.8945	19.2911	274.627731	primavera	Meio
4.71037	2.329	0.0	-28.491002	-48.806651	st9	19.2999	2.345	34.9119	24.8768	19.3003	274.627789	primavera	Meio
4.69024	1.864	0.0	-28.491002	-48.806651	st9	19.3497	1.877	34.7033	24.7047	19.35	274.627847	primavera	Meio
4.64221	1.699	0.0	-28.491002	-48.806651	st9	19.4092	1.71	34.2563	24.3481	19.4095	274.627905	primavera	Meio
4.50271	1.587	0.0	-28.491002	-48.806651	st9	19.9959	1.598	32.6454	22.9677	19.9962	274.627963	primavera	Meio
4.14316	1.227	0.0	-28.491002	-48.806651	st9	20.5748	1.235	29.3454	20.3066	20.575	274.628021	primavera	Meio
3.85823	0.893	0.0	-28.491002	-48.806651	st9	20.5748	0.899	27.1096	18.609	20.575	274.628079	primavera	Meio
3.7727	0.526	0.0	-28.491002	-48.806651	st9	20.5731	0.53	26.4445	18.1047	20.5732	274.628137	primavera	Meio
3.72833	0.088	0.0	-28.491002	-48.806651	st9	20.6236	0.089	26.069	17.807	20.6236	274.628194	primavera	Meio
0.77665	-0.187	0.0	-28.491002	-48.806651	st9	21.474	-0.188	4.6396	1.4061	21.474	274.628252	primavera	Meio
3.99544	-0.104	0.0	-28.482446999999997	-48.794307	st8	20.7052	-0.105	28.0976	19.3253	20.7052	274.63294	primavera	Meio
4.03365	-0.089	0.0	-28.482446999999997	-48.794307	st8	20.6808	-0.09	28.4129	19.571	20.6808	274.632998	primavera	Meio
4.03917	-0.062	0.0	-28.482446999999997	-48.794307	st8	20.6886	-0.062	28.4509	19.5978	20.6886	274.633056	primavera	Meio
4.07669	0.087	0.0	-28.482446999999997	-48.794307	st8	20.6872	0.088	28.7461	19.8223	20.6872	274.633113	primavera	Meio
4.07835	0.292	0.0	-28.482446999999997	-48.794307	st8	20.6835	0.294	28.7615	19.8349	20.6836	274.633171	primavera	Meio
4.08292	0.296	0.0	-28.482446999999997	-48.794307	st8	20.6897	0.298	28.7932	19.8574	20.6898	274.633229	primavera	Meio
4.07462	0.253	0.0	-28.482446999999997	-48.794307	st8	20.6905	0.255	28.7276	19.8074	20.6905	274.633287	primavera	Meio
4.06856	0.289	0.0	-28.482446999999997	-48.794307	st8	20.6886	0.291	28.6812	19.7727	20.6887	274.633345	primavera	Meio
4.0711	0.224	0.0	-28.482446999999997	-48.794307	st8	20.692	0.226	28.699	19.7853	20.692	274.633403	primavera	Meio
4.07353	0.312	0.0	-28.482446999999997	-48.794307	st8	20.6931	0.314	28.7172	19.7988	20.6932	274.633461	primavera	Meio
4.06996	0.213	0.0	-28.482446999999997	-48.794307	st8	20.6943	0.214	28.6885	19.7767	20.6943	274.633519	primavera	Meio
4.06836	0.296	0.0	-28.482446999999997	-48.794307	st8	20.697	0.298	28.674	19.765	20.6971	274.633576	primavera	Meio
4.06701	0.271	0.0	-28.482446999999997	-48.794307	st8	20.6973	0.273	28.6633	19.7568	20.6973	274.633634	primavera	Meio
4.06443	0.246	0.0	-28.482446999999997	-48.794307	st8	20.6956	0.248	28.6442	19.7428	20.6956	274.633692	primavera	Meio
4.05958	0.309	0.0	-28.482446999999997	-48.794307	st8	20.7003	0.311	28.6029	19.7102	20.7004	274.63375	primavera	Meio
4.05513	0.164	0.0	-28.482446999999997	-48.794307	st8	20.6989	0.165	28.5691	19.6849	20.6989	274.633808	primavera	Meio
4.05086	0.278	0.0	-28.482446999999997	-48.794307	st8	20.7042	0.28	28.532	19.6553	20.7043	274.633866	primavera	Meio
4.05087	0.171	0.0	-28.482446999999997	-48.794307	st8	20.7001	0.172	28.5349	19.6586	20.7001	274.633924	primavera	Meio
4.04225	0.26	0.0	-28.482446999999997	-48.794307	st8	20.7058	0.262	28.4635	19.6029	20.7058	274.633981	primavera	Meio
4.03923	-0.054	0.0	-28.482446999999997	-48.794307	st8	20.7081	-0.054	28.4384	19.5833	20.7081	274.634039	primavera	Meio
0.40647	-0.214	0.0	-28.482446999999997	-48.794307	st8	20.6482	-0.215	2.3694	-0.1279	20.6482	274.634097	primavera	Meio
0.34898	-0.208	0.0	-28.462787	-48.804977	st10	21.6781	-0.209	1.9685	-0.6606	21.6781	274.641794	primavera	Meio
3.81959	-0.044	0.0	-28.462787	-48.804977	st10	20.8797	-0.044	26.618	18.1576	20.8797	274.641852	primavera	Meio
3.84555	-0.017	0.0	-28.462787	-48.804977	st10	20.8532	-0.017	26.8355	18.3294	20.8532	274.64191	primavera	Meio
3.81279	-0.038	0.0	-28.462787	-48.804977	st10	20.8421	-0.038	26.5887	18.1451	20.8421	274.641968	primavera	Meio
3.97039	-0.035	0.0	-28.462787	-48.804977	st10	20.64	-0.035	27.9444	19.2259	20.64	274.642025	primavera	Meio
3.96685	0.025	0.0	-28.462787	-48.804977	st10	20.6847	0.025	27.8874	19.1711	20.6847	274.642083	primavera	Meio
4.03338	0.003	0.0	-28.462787	-48.804977	st10	20.6915	0.003	28.4036	19.5612	20.6915	274.642141	primavera	Meio
4.11991	0.059	0.0	-28.462787	-48.804977	st10	20.6535	0.059	29.1086	20.1064	20.6535	274.642199	primavera	Meio
4.1333	0.126	0.0	-28.462787	-48.804977	st10	20.5065	0.127	29.3151	20.3014	20.5065	274.642257	primavera	Meio
4.15803	0.124	0.0	-28.462787	-48.804977	st10	20.6926	0.125	29.3818	20.3037	20.6926	274.642315	primavera	Meio
4.16941	0.007	0.0	-28.462787	-48.804977	st10	20.7943	0.007	29.4012	20.2919	20.7943	274.642373	primavera	Meio
3.94085	0.325	0.0	-28.462787	-48.804977	st10	20.8818	0.327	27.5567	18.869	20.8819	274.642431	primavera	Meio
4.07209	0.38	0.0	-28.462787	-48.804977	st10	20.4047	0.383	28.9012	20.0132	20.4048	274.642488	primavera	Meio
4.28221	0.632	0.0	-28.462787	-48.804977	st10	20.1135	0.636	30.779	21.5162	20.1136	274.642546	primavera	Meio
4.34246	0.676	0.0	-28.462787	-48.804977	st10	20.0259	0.681	31.3277	21.9565	20.026	274.642604	primavera	Meio
4.33495	0.567	0.0	-28.462787	-48.804977	st10	20.0381	0.571	31.2582	21.9004	20.0382	274.642662	primavera	Meio
4.38868	0.654	0.0	-28.462787	-48.804977	st10	19.9622	0.658	31.7484	22.2932	19.9623	274.64272	primavera	Meio
4.35633	0.647	0.0	-28.462787	-48.804977	st10	20.0265	0.651	31.4391	22.0411	20.0266	274.642778	primavera	Meio
4.41499	0.841	0.0	-28.462787	-48.804977	st10	19.6768	0.847	32.1789	22.6947	19.677	274.642836	primavera	Meio
4.51055	0.786	0.0	-28.462787	-48.804977	st10	19.6957	0.791	32.944	23.2731	19.6958	274.642894	primavera	Meio
4.51992	0.795	0.0	-28.462787	-48.804977	st10	19.6966	0.8	33.0199	23.3307	19.6967	274.642951	primavera	Meio
4.51985	0.666	0.0	-28.462787	-48.804977	st10	19.8258	0.67	32.9178	23.2195	19.8259	274.643009	primavera	Meio
4.51678	0.509	0.0	-28.462787	-48.804977	st10	19.9688	0.512	32.7811	23.0782	19.9689	274.643067	primavera	Meio
4.51107	0.38	0.0	-28.462787	-48.804977	st10	20.0001	0.383	32.7105	23.0163	20.0002	274.643125	primavera	Meio
4.49492	0.193	0.0	-28.462787	-48.804977	st10	20.2879	0.194	32.3581	22.6728	20.2879	274.643183	primavera	Meio
4.15153	-0.018	0.0	-28.462787	-48.804977	st10	20.8597	-0.018	29.216	20.1341	20.8597	274.643241	primavera	Meio
3.90757	0.061	0.0	-28.462787	-48.804977	st10	20.8841	0.061	27.2969	18.6713	20.8841	274.643299	primavera	Meio
3.90964	0.071	0.0	-28.462787	-48.804977	st10	20.8592	0.071	27.3289	18.702	20.8592	274.643356	primavera	Meio
3.85725	0.055	0.0	-28.462787	-48.804977	st10	20.8431	0.055	26.9325	18.4056	20.8431	274.643414	primavera	Meio
3.84003	0.021	0.0	-28.462787	-48.804977	st10	20.8612	0.021	26.7877	18.2911	20.8612	274.643472	primavera	Meio
3.82663	0.061	0.0	-28.462787	-48.804977	st10	20.8851	0.061	26.669	18.1949	20.8851	274.64353	primavera	Meio
3.80949	0.053	0.0	-28.462787	-48.804977	st10	20.8567	0.053	26.5541	18.1151	20.8567	274.643588	primavera	Meio
3.80959	-0.074	0.0	-28.462787	-48.804977	st10	20.8835	-0.074	26.5383	18.0962	20.8835	274.643646	primavera	Meio
3.80175	-0.075	0.0	-28.462787	-48.804977	st10	20.8887	-0.076	26.4744	18.0464	20.8887	274.643704	primavera	Meio
3.79418	-0.006	0.0	-28.462787	-48.804977	st10	20.8716	-0.006	26.4265	18.0145	20.8716	274.643762	primavera	Meio
0.17494	-0.203	0.0	-28.462787	-48.804977	st10	20.8148	-0.204	0.9692	-1.2275	20.8148	274.643819	primavera	Meio
0.10173	-0.179	0.0	-28.462787	-48.804977	st10	20.6953	-0.18	0.5516	-1.5197	20.6953	274.643877	primavera	Meio
3.0687	-0.004	0.0	-28.469858000000002	-48.810978000000006	st11	22.8854	-0.004	19.956	12.5971	22.8854	274.649838	primavera	Canal
3.00295	-0.074	0.0	-28.469858000000002	-48.810978000000006	st11	22.8896	-0.074	19.4839	12.2404	22.8896	274.649896	primavera	Canal
3.23033	-0.026	0.0	-28.469858000000002	-48.810978000000006	st11	22.8797	-0.026	21.1201	13.4758	22.8797	274.649954	primavera	Canal
3.23309	0.059	0.0	-28.469858000000002	-48.810978000000006	st11	22.889	0.059	21.1356	13.4849	22.889	274.650012	primavera	Canal
3.24278	0.041	0.0	-28.469858000000002	-48.810978000000006	st11	22.8801	0.041	21.2097	13.5432	22.8801	274.650069	primavera	Canal
3.24153	0.034	0.0	-28.469858000000002	-48.810978000000006	st11	22.8843	0.034	21.1987	13.5337	22.8843	274.650127	primavera	Canal
3.24298	-0.049	0.0	-28.469858000000002	-48.810978000000006	st11	22.8714	-0.049	21.2154	13.5498	22.8714	274.650185	primavera	Canal
3.24439	-0.018	0.0	-28.469858000000002	-48.810978000000006	st11	22.8587	-0.018	21.2316	13.5654	22.8587	274.650243	primavera	Canal
3.2399	0.044	0.0	-28.469858000000002	-48.810978000000006	st11	22.8618	0.044	21.1977	13.539	22.8618	274.650301	primavera	Canal
3.23924	0.088	0.0	-28.469858000000002	-48.810978000000006	st11	22.8556	0.089	21.1959	13.5393	22.8556	274.650359	primavera	Canal
3.23584	0.007	0.0	-28.469858000000002	-48.810978000000006	st11	22.864	0.007	21.1674	13.5156	22.864	274.650417	primavera	Canal
3.23507	0.114	0.0	-28.469858000000002	-48.810978000000006	st11	22.8667	0.115	21.1605	13.5097	22.8667	274.650475	primavera	Canal
3.23163	0.039	0.0	-28.469858000000002	-48.810978000000006	st11	22.8734	0.039	21.1325	13.4868	22.8734	274.650532	primavera	Canal
3.22968	0.164	0.0	-28.469858000000002	-48.810978000000006	st11	22.88	0.165	21.1153	13.472	22.88	274.65059	primavera	Canal
3.23074	0.258	0.0	-28.469858000000002	-48.810978000000006	st11	22.8716	0.26	21.1269	13.483	22.8716	274.650648	primavera	Canal
3.23406	0.509	0.0	-28.469858000000002	-48.810978000000006	st11	22.8722	0.512	21.1505	13.5006	22.8723	274.650706	primavera	Canal
3.28782	0.689	0.0	-28.469858000000002	-48.810978000000006	st11	22.5461	0.694	21.6986	14.0008	22.5462	274.650764	primavera	Canal
3.41357	0.743	0.0	-28.469858000000002	-48.810978000000006	st11	21.8887	0.748	22.9594	15.1259	21.8888	274.650822	primavera	Canal
3.54616	0.869	0.0	-28.469858000000002	-48.810978000000006	st11	21.453	0.875	24.1894	16.1695	21.4532	274.65088	primavera	Canal
3.609	0.85	0.0	-28.469858000000002	-48.810978000000006	st11	21.4487	0.856	24.6668	16.5319	21.4489	274.650938	primavera	Canal
3.64423	1.113	0.0	-28.469858000000002	-48.810978000000006	st11	21.45	1.12	24.9329	16.7329	21.4502	274.650995	primavera	Canal
3.66456	1.121	0.0	-28.469858000000002	-48.810978000000006	st11	21.4581	1.129	25.0823	16.8439	21.4583	274.651053	primavera	Canal
3.66621	1.205	0.0	-28.469858000000002	-48.810978000000006	st11	21.4572	1.213	25.0954	16.854	21.4574	274.651111	primavera	Canal
3.66183	1.178	0.0	-28.469858000000002	-48.810978000000006	st11	21.457	1.186	25.0623	16.829	21.4572	274.651169	primavera	Canal
3.64852	0.894	0.0	-28.469858000000002	-48.810978000000006	st11	21.4557	0.9	24.9622	16.7536	21.4559	274.651227	primavera	Canal
3.64857	0.891	0.0	-28.469858000000002	-48.810978000000006	st11	21.4629	0.897	24.9584	16.7488	21.4631	274.651285	primavera	Canal
3.52132	0.685	0.0	-28.469858000000002	-48.810978000000006	st11	21.9238	0.69	23.7429	15.7088	21.9239	274.651343	primavera	Canal
3.23741	0.407	0.0	-28.469858000000002	-48.810978000000006	st11	22.9139	0.41	21.1547	13.4926	22.914	274.6514	primavera	Canal
3.20712	0.142	0.0	-28.469858000000002	-48.810978000000006	st11	22.9373	0.143	20.9255	13.3137	22.9373	274.651458	primavera	Canal
3.17071	-0.045	0.0	-28.469858000000002	-48.810978000000006	st11	22.7751	-0.045	20.7398	13.217	22.7751	274.651516	primavera	Canal
3.15855	-0.018	0.0	-28.469858000000002	-48.810978000000006	st11	22.7387	-0.018	20.6692	13.1735	22.7387	274.651574	primavera	Canal
0.13054	-0.217	0.0	-28.469858000000002	-48.810978000000006	st11	22.5472	-0.218	0.6862	-1.8324	22.5472	274.651632	primavera	Canal
3.80061	-0.133	0.0	-28.474590999999997	-48.823625	st12	22.381	-0.134	25.5689	16.967	22.381	274.661354	primavera	Meio
3.88599	0.198	0.0	-28.474590999999997	-48.823625	st12	22.4604	0.199	26.1595	17.3919	22.4604	274.661412	primavera	Meio
3.89231	0.076	0.0	-28.474590999999997	-48.823625	st12	22.4602	0.077	26.2069	17.4278	22.4602	274.66147	primavera	Meio
3.88634	0.017	0.0	-28.474590999999997	-48.823625	st12	22.4618	0.017	26.1614	17.3929	22.4618	274.661528	primavera	Meio
3.88713	0.135	0.0	-28.474590999999997	-48.823625	st12	22.4671	0.136	26.1641	17.3935	22.4671	274.661586	primavera	Meio
3.88581	0.169	0.0	-28.474590999999997	-48.823625	st12	22.468	0.17	26.1537	17.3854	22.468	274.661644	primavera	Meio
3.88523	0.269	0.0	-28.474590999999997	-48.823625	st12	22.4698	0.271	26.1482	17.3807	22.4699	274.661701	primavera	Meio
3.88773	0.378	0.0	-28.474590999999997	-48.823625	st12	22.4502	0.381	26.1785	17.409	22.4503	274.661759	primavera	Meio
3.88822	0.345	0.0	-28.474590999999997	-48.823625	st12	22.4535	0.347	26.1802	17.4094	22.4536	274.661817	primavera	Meio
3.88829	0.265	0.0	-28.474590999999997	-48.823625	st12	22.4628	0.267	26.1752	17.4031	22.4629	274.661875	primavera	Meio
3.88952	0.376	0.0	-28.474590999999997	-48.823625	st12	22.4625	0.379	26.1846	17.4102	22.4626	274.661933	primavera	Meio
3.89081	0.482	0.0	-28.474590999999997	-48.823625	st12	22.457	0.485	26.1975	17.4214	22.4571	274.661991	primavera	Meio
3.89145	0.394	0.0	-28.474590999999997	-48.823625	st12	22.4612	0.397	26.1998	17.422	22.4613	274.662049	primavera	Meio
3.89296	0.426	0.0	-28.474590999999997	-48.823625	st12	22.4515	0.429	26.2168	17.4376	22.4516	274.662106	primavera	Meio
3.89413	0.462	0.0	-28.474590999999997	-48.823625	st12	22.4548	0.465	26.2236	17.4418	22.4549	274.662164	primavera	Meio
3.8953	0.555	0.0	-28.474590999999997	-48.823625	st12	22.4504	0.559	26.235	17.4516	22.4505	274.662222	primavera	Meio
3.89705	0.607	0.0	-28.474590999999997	-48.823625	st12	22.4454	0.611	26.251	17.4651	22.4455	274.66228	primavera	Meio
3.8969	0.884	0.0	-28.474590999999997	-48.823625	st12	22.4514	0.89	26.2462	17.4598	22.4516	274.662338	primavera	Meio
3.90085	0.866	0.0	-28.474590999999997	-48.823625	st12	22.4376	0.872	26.284	17.4921	22.4378	274.662396	primavera	Meio
3.90367	0.826	0.0	-28.474590999999997	-48.823625	st12	22.4383	0.832	26.3047	17.5075	22.4385	274.662454	primavera	Meio
3.90424	0.761	0.0	-28.474590999999997	-48.823625	st12	22.4369	0.766	26.3099	17.5119	22.437	274.662512	primavera	Meio
3.90138	0.661	0.0	-28.474590999999997	-48.823625	st12	22.4615	0.665	26.2737	17.4779	22.4616	274.662569	primavera	Meio
3.89652	0.477	0.0	-28.474590999999997	-48.823625	st12	22.4669	0.48	26.2342	17.4465	22.467	274.662627	primavera	Meio
3.89823	0.383	0.0	-28.474590999999997	-48.823625	st12	22.4625	0.386	26.2497	17.4594	22.4626	274.662685	primavera	Meio
3.90072	0.372	0.0	-28.474590999999997	-48.823625	st12	22.4494	0.375	26.2761	17.483	22.4495	274.662743	primavera	Meio
3.90074	0.319	0.0	-28.474590999999997	-48.823625	st12	22.4591	0.321	26.2705	17.4761	22.4592	274.662801	primavera	Meio
3.90275	0.055	0.0	-28.474590999999997	-48.823625	st12	22.4493	0.055	26.2915	17.4947	22.4493	274.662859	primavera	Meio
3.90255	0.15	0.0	-28.474590999999997	-48.823625	st12	22.4591	0.151	26.2841	17.4864	22.4591	274.662917	primavera	Meio
3.90196	0.191	0.0	-28.474590999999997	-48.823625	st12	22.4687	0.192	26.2739	17.4761	22.4687	274.662975	primavera	Meio
3.89983	0.16	0.0	-28.474590999999997	-48.823625	st12	22.4697	0.161	26.2574	17.4633	22.4697	274.663032	primavera	Meio
3.89887	0.177	0.0	-28.474590999999997	-48.823625	st12	22.4713	0.178	26.2493	17.4568	22.4713	274.66309	primavera	Meio
3.89834	0.2	0.0	-28.474590999999997	-48.823625	st12	22.4681	0.201	26.2472	17.4561	22.4681	274.663148	primavera	Meio
3.89837	0.237	0.0	-28.474590999999997	-48.823625	st12	22.4673	0.239	26.2479	17.4568	22.4673	274.663206	primavera	Meio
3.899	0.193	0.0	-28.474590999999997	-48.823625	st12	22.4679	0.194	26.2523	17.46	22.4679	274.663264	primavera	Meio
3.90067	0.059	0.0	-28.474590999999997	-48.823625	st12	22.4594	0.059	26.2699	17.4756	22.4594	274.663322	primavera	Meio
3.9008	-0.082	0.0	-28.474590999999997	-48.823625	st12	22.4688	-0.083	26.2653	17.4695	22.4688	274.66338	primavera	Meio
3.9004	-0.02	0.0	-28.474590999999997	-48.823625	st12	22.4663	-0.02	26.2638	17.4691	22.4663	274.663437	primavera	Meio
0.53368	-0.196	0.0	-28.474590999999997	-48.823625	st12	22.3067	-0.197	3.0482	0.0108	22.3067	274.663495	primavera	Meio
0.10048	-0.203	0.0	-28.474590999999997	-48.823625	st12	21.7546	-0.204	0.5317	-1.7678	21.7546	274.663553	primavera	Meio
4.03694	-0.044	0.0	-28.497268	-48.83225	st13	22.1741	-0.044	27.4704	18.4608	22.1741	274.670093	primavera	Meio
4.03092	0.099	0.0	-28.497268	-48.83225	st13	22.1543	0.1	27.4373	18.4411	22.1543	274.67015	primavera	Meio
4.02796	0.121	0.0	-28.497268	-48.83225	st13	22.1566	0.122	27.4135	18.4224	22.1566	274.670208	primavera	Meio
4.0229	0.137	0.0	-28.497268	-48.83225	st13	22.1517	0.138	27.3782	18.3971	22.1517	274.670266	primavera	Meio
4.02604	0.101	0.0	-28.497268	-48.83225	st13	22.145	0.102	27.4062	18.4201	22.145	274.670324	primavera	Meio
4.02824	0.028	0.0	-28.497268	-48.83225	st13	22.1614	0.028	27.4126	18.4205	22.1614	274.670382	primavera	Meio
4.02149	0.081	0.0	-28.497268	-48.83225	st13	22.1528	0.082	27.3669	18.3882	22.1528	274.67044	primavera	Meio
4.01947	0.076	0.0	-28.497268	-48.83225	st13	22.1566	0.077	27.3492	18.3738	22.1566	274.670498	primavera	Meio
4.01527	0.096	0.0	-28.497268	-48.83225	st13	22.1551	0.097	27.3184	18.3509	22.1551	274.670556	primavera	Meio
4.01441	0.142	0.0	-28.497268	-48.83225	st13	22.1596	0.143	27.3091	18.3426	22.1596	274.670613	primavera	Meio
4.01427	0.26	0.0	-28.497268	-48.83225	st13	22.164	0.262	27.3051	18.3384	22.1641	274.670671	primavera	Meio
